business_id,business_alias,business_name,is_closed,url,review_count,category1,rating,longitude,latitude,zip_code
tUePj-aCf8UPdu628FUBQA,hudson-animal-hospital-new-york,Hudson Animal Hospital,False,https://www.yelp.com/biz/hudson-animal-hospital-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,113,vet,4.5,-73.98857779999999,40.772443,10023.0
P0nT9E9qsVZB57Qsk9C2RA,pure-paws-veterinary-care-of-hells-kitchen-new-york,Pure Paws Veterinary Care of Hell's Kitchen,False,https://www.yelp.com/biz/pure-paws-veterinary-care-of-hells-kitchen-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,126,vet,4.5,-73.996128,40.7596826,10036.0
ad8pBftyS2LJdu73QFnhLQ,rivergate-veterinary-clinic-new-york,Rivergate Veterinary Clinic,False,https://www.yelp.com/biz/rivergate-veterinary-clinic-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,77,vet,4.5,-73.97180024158091,40.7456189644204,10016.0
23mRF81Cw6VofmJZVTg5jg,kalvig-and-shorter-veterinary-associates-new-york-3,Kalvig & Shorter Veterinary Associates,False,https://www.yelp.com/biz/kalvig-and-shorter-veterinary-associates-new-york-3?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,69,vet,4.0,-73.97699759999999,40.7494426,10016.0
LEruGRlgNUZ0iPG8z44JmA,york-veterinary-center-new-york,York Veterinary Center,False,https://www.yelp.com/biz/york-veterinary-center-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,49,vet,4.5,-73.95488,40.7675,10021.0
3POXOhMmRnkA2EUndxR5Pw,worth-street-veterinary-center-new-york,Worth Street Veterinary Center,False,https://www.yelp.com/biz/worth-street-veterinary-center-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,226,vet,4.5,-74.0057,40.71694,10013.0
EaWA6U9otZcfyk_-Lt8yfA,murray-hill-pet-hospital-new-york-3,Murray Hill Pet Hospital,False,https://www.yelp.com/biz/murray-hill-pet-hospital-new-york-3?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,56,vet,4.5,-73.983531,40.744903,10016.0
JlR8t2H58U-J3MgS_Oy2OQ,west-chelsea-veterinary-new-york,West Chelsea Veterinary Hospital,False,https://www.yelp.com/biz/west-chelsea-veterinary-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,119,vet,4.0,-73.99614,40.74668,10001.0
zOgcvlkxX2wcx5NtjWa1ew,upper-east-veterinary-new-york,Upper East Veterinary,False,https://www.yelp.com/biz/upper-east-veterinary-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,93,vet,4.0,-73.94960999999999,40.78373,10128.0
QgU9izazmFcfQzucXQHdng,city-veterinary-care-new-york,City Veterinary Care,False,https://www.yelp.com/biz/city-veterinary-care-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,140,vet,4.0,-73.98291015625,40.778835296630895,10023.0
