business_id,business_alias,business_name,is_closed,url,review_count,category1,rating,longitude,latitude,zip_code
zjKP4VcqwmuEetgAd-Fo6A,fresh-meadows-animal-clinic-fresh-meadows,Fresh Meadows Animal Clinic,False,https://www.yelp.com/biz/fresh-meadows-animal-clinic-fresh-meadows?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,119,vet,4.5,-73.77832375466821,40.730102956295,11366.0
t9u6HIezmwb1R_odYg7YMA,veterinary-care-group-forest-hills-forest-hills,Veterinary Care Group Forest Hills,False,https://www.yelp.com/biz/veterinary-care-group-forest-hills-forest-hills?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,70,vet,4.0,-73.84930190000001,40.724455799999994,11375.0
4qlRliEGLW3pEQnLQLyJYg,petcare-animal-clinic-flushing,Petcare Animal Clinic,False,https://www.yelp.com/biz/petcare-animal-clinic-flushing?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,128,vet,4.0,-73.80991800000001,40.757149,11355.0
HZSf1C4ruM9f9ZhxbealOQ,glendale-veterinary-clinic-glendale,Glendale Veterinary Clinic,False,https://www.yelp.com/biz/glendale-veterinary-clinic-glendale?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,53,vet,4.5,-73.8852325,40.7015933,11385.0
EG_z3Xn6gy-VDKhHRkMp2g,homefront-veterinary-forest-hills,HomeFront Veterinary,False,https://www.yelp.com/biz/homefront-veterinary-forest-hills?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,60,vet,5.0,-73.8479080200195,40.7226600646973,11375.0
-Q-JILMvFs0VIGr2Er5wDQ,astoria-veterinary-group-astoria,Astoria Veterinary Group,False,https://www.yelp.com/biz/astoria-veterinary-group-astoria?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,364,vet,4.0,-73.9098072,40.7700909,11105.0
SwOC0MdwUyJz9PDgvTmMkA,heights-animal-hospital-jackson-heights-2,Heights Animal Hospital,False,https://www.yelp.com/biz/heights-animal-hospital-jackson-heights-2?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,63,vet,4.0,-73.89483,40.75047,11372.0
oxvfcaq33SnnbtA-6pQQHw,veterinary-care-group-astoria-astoria-3,Veterinary Care Group - Astoria,False,https://www.yelp.com/biz/veterinary-care-group-astoria-astoria-3?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,36,vet,4.5,-73.92021,40.759809999999995,11103.0
zaGAs2jgZELfLdgZyK9MfQ,juniper-valley-animal-hospital-pc-middle-village,"Juniper Valley Animal Hospital, PC",False,https://www.yelp.com/biz/juniper-valley-animal-hospital-pc-middle-village?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,131,vet,4.5,-73.8864349,40.715840899999996,11379.0
Hr4pKyUKgcoUwTk0xyV18g,city-vet-long-island-city-2,City Vet,False,https://www.yelp.com/biz/city-vet-long-island-city-2?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,204,vet,4.0,-73.952961,40.747119399999995,11101.0
kTR-N2lxXs0nXlXZjDxXiA,long-island-city-veterinary-center-long-island-city,Long Island City Veterinary Center,False,https://www.yelp.com/biz/long-island-city-veterinary-center-long-island-city?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,140,vet,3.5,-73.9540396269401,40.743635028511896,11101.0
1Nr42sjQhj98BPhPkWeP8g,court-square-animal-hospital-long-island-city,Court Square Animal Hospital,False,https://www.yelp.com/biz/court-square-animal-hospital-long-island-city?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,58,vet,4.5,-73.94157879999999,40.7498152,11101.0
Li8PMWQo78cEet1SNsuT5Q,flushing-veterinary-hospital-flushing,Flushing Veterinary Hospital,False,https://www.yelp.com/biz/flushing-veterinary-hospital-flushing?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,51,vet,4.0,-73.812874,40.763374,11354.0
I1Vb5tm8mszcUtuNNWq-KA,veterinary-care-group-middle-village-middle-village,Veterinary Care Group - Middle Village,False,https://www.yelp.com/biz/veterinary-care-group-middle-village-middle-village?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,105,vet,4.0,-73.900686,40.7135612,11379.0
jeSmBoLGdM5gmAAwclA34A,queens-midway-animal-hospital-flushing,Queens Midway Animal Hospital,False,https://www.yelp.com/biz/queens-midway-animal-hospital-flushing?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,46,vet,4.0,-73.8049518,40.7234222,11366.0
oYEb2bUY85wa0m0V4JfkzA,dr-pet-daddy-astoria-3,Dr Pet Daddy,False,https://www.yelp.com/biz/dr-pet-daddy-astoria-3?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,97,vet,4.0,-73.91714,40.77375,11102.0
K7RwrVzppAR3t3GosSPS8A,veterinary-care-group-whitestone-whitestone-2,Veterinary Care Group - Whitestone,False,https://www.yelp.com/biz/veterinary-care-group-whitestone-whitestone-2?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,31,vet,4.0,-73.81461999999999,40.7883799,11357.0
v4lCZk2gPh3cS0vN3En5tQ,steinway-court-veterinarian-long-island-city,Steinway Court Veterinarian,False,https://www.yelp.com/biz/steinway-court-veterinarian-long-island-city?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,150,vet,4.0,-73.91957759857179,40.7578877014967,11103.0
9OTzrKTa2EDuDKGRws-yUg,veterinary-care-group-bayside-bayside,Veterinary Care Group Bayside,False,https://www.yelp.com/biz/veterinary-care-group-bayside-bayside?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,20,vet,4.5,-73.7698642,40.7616856,11361.0
0-gcbs4oi3AogaKScOktcA,veterinary-care-unlimited-ozone-park,Veterinary Care Unlimited,False,https://www.yelp.com/biz/veterinary-care-unlimited-ozone-park?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,39,vet,4.0,-73.85605,40.68385,11415.0
HO1jnRYt4MSGOGvBBk09hg,noahs-ark-pet-clinic-jackson-heights,Noah's Ark Pet Clinic,False,https://www.yelp.com/biz/noahs-ark-pet-clinic-jackson-heights?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,65,vet,4.0,-73.8813459,40.750184399999995,11372.0
cuI6i-Q8J92JsViHUk4IYg,woodside-pet-hospital-woodside-2,Woodside Pet Hospital,False,https://www.yelp.com/biz/woodside-pet-hospital-woodside-2?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,38,vet,4.0,-73.8960953,40.736705799999996,11377.0
aDmtAfomKFzHYZyjZ_VkGA,forest-hills-cat-hospital-middle-village,Forest Hills Cat Hospital,False,https://www.yelp.com/biz/forest-hills-cat-hospital-middle-village?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,76,vet,4.0,-73.87972020000001,40.7246039,11379.0
