business_id,business_alias,business_name,is_closed,url,review_count,category1,rating,longitude,latitude,zip_code
8-2QcKmMDNU_V3zxMY0tXw,forest-park-barking-lot-kew-gardens,Forest Park Barking Lot,False,https://www.yelp.com/biz/forest-park-barking-lot-kew-gardens?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,24,dog_parks,4.0,-73.83766999999999,40.709959999999995,11415.0
IOgx_BAWL8XeBuBrOnVlTw,little-bay-dog-run-bayside,Little Bay Dog Run,False,https://www.yelp.com/biz/little-bay-dog-run-bayside?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,44,dog_parks,4.0,-73.7934172153473,40.7879339116214,11360.0
Y5brxl1gczX3SLiN6ydV1Q,sherry-park-dog-run-woodside,Sherry Park Dog Run,False,https://www.yelp.com/biz/sherry-park-dog-run-woodside?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,24,dog_parks,4.0,-73.8998382,40.7395276,11377.0
zRmB6ZeSYV6az1x_PLeA0g,jackson-heights-canine-recreation-wonderland-jackson-heights,Jackson Heights Canine Recreation Wonderland,False,https://www.yelp.com/biz/jackson-heights-canine-recreation-wonderland-jackson-heights?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,13,dog_parks,3.5,-73.896537,40.750546,11373.0
83rNLoBEDfUGlc3_jYjRhw,underbridge-dog-run-new-york-2,Underbridge Dog Run,False,https://www.yelp.com/biz/underbridge-dog-run-new-york-2?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,11,dog_parks,3.0,-73.8452054595245,40.7337729559428,11375.0
5BIFqhAUaHBLbfWno9bHKw,hunters-point-dog-park-long-island-city,Hunter's Point Dog Park,False,https://www.yelp.com/biz/hunters-point-dog-park-long-island-city?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,11,dog_parks,4.0,-73.95364000000001,40.74411,11101.0
DTLTTpw-Z64YRTN6JUS_Pw,cunningham-park-dog-run-new-york,Cunningham Park Dog Run,False,https://www.yelp.com/biz/cunningham-park-dog-run-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,14,dog_parks,3.0,-73.775099,40.725922,11423.0
n1x9NtpIuV1m-eb4h2NT6A,bugsys-dog-run-queens,Bugsy's Dog Run,False,https://www.yelp.com/biz/bugsys-dog-run-queens?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,15,dog_parks,2.5,-73.92790853977199,40.7767737939307,11102.0
QJCyqURM8s180n67pdjv6g,landing-lights-park-queens,Landing Lights Park,False,https://www.yelp.com/biz/landing-lights-park-queens?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,5,dog_parks,3.5,-73.88918626461431,40.76349339912636,11370.0
HCMu9c0QBvttQkRlX313Ww,murray-dog-run-new-york,Murray Dog Run,False,https://www.yelp.com/biz/murray-dog-run-new-york?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,8,dog_parks,3.5,-73.9478378,40.7466698,11101.0
NymkeZm7ANdVBerJwaZWPg,dog-park-at-sternberg-brooklyn,Dog Park At Sternberg,False,https://www.yelp.com/biz/dog-park-at-sternberg-brooklyn?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,2,dog_parks,3.5,-73.94679061568091,40.7063399368685,
IcR8rdThJlihnrQxnNKk7A,rockaway-freeway-dog-park-far-rockaway,Rockaway Freeway Dog Park,False,https://www.yelp.com/biz/rockaway-freeway-dog-park-far-rockaway?adjust_creative=Ng0xtiaMVpRrX_Vdmsay5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ng0xtiaMVpRrX_Vdmsay5Q,12,dog_parks,3.5,-73.80888626168179,40.5912528700911,11693.0
